1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,GarageFinish_None,GarageFinish_RFn,GarageFinish_Unf
808,785.0,3.0,1,0,1,808,389,1993.0,1593,3,9636,69.0,0.0,40,5,6,808,1992,1993,False,True,False
954,795.0,5.0,1,0,1,795,440,1997.0,2230,3,6204,60.0,0.0,188,5,4,795,1912,1950,False,False,True
892,0.0,3.0,1,432,4,460,288,1967.0,892,3,7150,65.0,60.0,0,5,5,892,1967,1967,False,True,False
1709,0.0,2.0,3,1238,6,460,506,1999.0,1709,4,5119,50.0,60.0,65,5,9,1698,1999,2000,False,False,False
1712,0.0,4.0,1,528,2,1098,588,2005.0,1712,3,8393,70.0,122.0,54,5,5,1626,1959,2005,False,False,False
872,521.0,3.0,1,0,1,816,300,1955.0,1393,3,16466,59.0,0.0,0,7,5,816,1955,1955,False,False,True
2217,0.0,4.0,4,351,5,1043,621,1970.0,2217,4,15865,95.0,0.0,207,6,8,2217,1970,1970,False,False,True
1505,0.0,2.0,1,1024,0,481,505,1953.0,1505,3,12160,128.0,90.0,0,4,6,1505,1953,1953,False,True,False
672,252.0,3.0,2,0,0,672,576,2003.0,924,3,8064,60.0,0.0,0,7,5,672,1949,2006,False,False,True
918,765.0,3.0,1,226,2,192,440,1978.0,1683,3,11184,70.0,92.0,0,5,6,918,1978,1978,False,True,False
1068,0.0,3.0,1,663,6,396,264,1963.0,1068,3,8414,70.0,0.0,0,8,6,1059,1963,2003,False,True,False
1383,0.0,3.0,2,1064,4,319,354,1954.0,1383,3,13284,69.0,0.0,116,5,5,1383,1954,1954,True,False,False
1535,0.0,4.0,0,0,0,0,400,1979.0,1535,3,7018,64.0,0.0,0,5,5,0,1979,1979,False,False,True
983,813.0,4.0,1,400,4,380,483,1963.0,1796,3,7056,71.0,415.0,50,5,6,780,1963,1963,False,True,False
951,0.0,2.0,1,285,5,666,327,1936.0,951,3,8765,50.0,0.0,28,6,4,951,1936,1950,False,False,True
1120,1120.0,6.0,0,0,0,0,528,1979.0,2240,3,7018,64.0,0.0,0,5,5,0,1979,1979,False,False,True
2364,0.0,3.0,4,2188,6,142,820,2009.0,2364,5,12919,100.0,760.0,67,5,9,2330,2009,2010,False,False,False
1236,0.0,3.0,1,465,4,447,288,1961.0,1236,3,6993,65.0,0.0,0,7,5,912,1961,1994,False,False,True
858,0.0,2.0,1,322,5,536,684,1979.0,858,3,7340,69.0,0.0,0,6,4,858,1971,1971,False,False,True
1306,0.0,2.0,2,860,4,132,756,1968.0,1306,3,8712,64.0,0.0,0,7,5,992,1957,2000,False,False,True
807,702.0,3.0,1,0,1,783,393,2003.0,1509,4,7875,63.0,0.0,75,5,7,783,2003,2003,False,False,False
1670,0.0,3.0,1,0,1,1670,690,2006.0,1670,4,14859,50.0,27.0,60,5,7,1670,2006,2006,False,True,False
902,0.0,3.0,1,599,6,277,288,1967.0,902,3,6173,69.0,75.0,0,6,5,876,1967,1967,False,False,True
1063,0.0,3.0,1,354,3,412,280,1954.0,1063,3,9920,80.0,110.0,0,5,5,1056,1954,1954,False,True,False
1636,0.0,3.0,1,63,6,1560,865,2006.0,1636,4,13501,116.0,208.0,60,5,8,1623,2006,2006,False,True,False
1020,1037.0,3.0,1,223,3,794,180,1936.0,2057,4,11500,86.0,0.0,0,7,7,1017,1936,1987,False,False,False
902,0.0,2.0,3,301,4,239,484,1983.0,902,3,8885,69.0,0.0,0,5,5,864,1983,1983,False,False,True
742,742.0,3.0,1,0,1,742,390,2005.0,1484,4,12589,149.0,0.0,24,5,6,742,2005,2005,False,False,False
1105,1169.0,5.0,1,443,3,662,480,1960.0,2274,3,11600,80.0,361.0,0,5,5,1105,1960,1960,True,False,False
1268,0.0,3.0,3,196,5,1072,252,1978.0,1268,4,9286,69.0,0.0,0,7,5,1268,1977,1989,False,False,True
1015,0.0,3.0,1,489,3,279,450,1925.0,1015,3,6120,51.0,0.0,0,7,5,768,1925,1950,False,False,True
1001,1001.0,3.0,1,284,4,717,871,1949.0,2002,3,6270,82.0,0.0,0,6,5,1001,1949,1950,False,False,True
612,612.0,2.0,3,294,6,318,528,2009.0,1224,4,3000,30.0,76.0,234,5,6,612,2009,2009,False,True,False
546,546.0,3.0,1,0,1,546,286,1970.0,1092,3,2001,21.0,80.0,0,5,4,546,1970,1970,False,False,True
480,0.0,3.0,3,50,4,430,308,1958.0,480,3,9000,50.0,0.0,0,3,2,480,1949,1950,True,False,False
1229,0.0,3.0,1,1059,5,75,284,1956.0,1229,3,17140,69.0,0.0,0,6,4,1134,1956,1956,False,True,False
912,1215.0,4.0,2,48,4,422,833,1991.0,2127,4,13125,103.0,0.0,192,5,7,1104,1991,1991,False,True,False
1414,0.0,3.0,1,528,5,245,601,1990.0,1414,3,11029,87.0,0.0,51,8,6,1184,1958,2002,False,False,True
936,785.0,3.0,1,814,6,114,471,1994.0,1721,4,8462,70.0,105.0,87,5,6,928,1994,1994,True,False,False
1272,928.0,4.0,1,1084,5,188,0,0.0,2200,3,8777,67.0,0.0,70,7,5,1272,1900,2003,True,False,False
1316,0.0,3.0,1,28,6,1288,397,2005.0,1316,4,10237,65.0,0.0,0,5,6,1316,2005,2006,False,False,False
1617,0.0,2.0,1,165,2,598,533,1993.0,1617,4,8012,50.0,0.0,69,5,6,1604,1993,1994,True,False,False
1686,0.0,3.0,1,625,4,0,612,1980.0,1686,3,10240,79.0,157.0,131,6,6,1686,1980,1980,False,False,True
1126,0.0,3.0,3,767,5,266,540,1977.0,1126,5,15611,69.0,0.0,0,6,5,1126,1977,1977,False,True,False
1234,1140.0,4.0,1,0,1,1181,656,2003.0,2374,5,11999,93.0,340.0,100,5,8,1181,2003,2004,False,False,False
1098,880.0,4.0,1,552,4,280,486,1968.0,1978,3,9900,69.0,342.0,43,5,7,832,1968,1968,False,True,False
1788,0.0,3.0,3,0,1,1753,522,2001.0,1788,5,11838,69.0,0.0,151,5,8,1753,2001,2001,False,True,False
993,1243.0,4.0,1,0,1,964,642,1997.0,2236,4,13006,69.0,285.0,0,5,7,964,1997,1997,False,False,False
1466,0.0,3.0,3,16,6,1450,610,2007.0,1466,4,8925,73.0,0.0,18,5,8,1466,2007,2007,False,False,False
925,0.0,3.0,1,338,4,121,429,1965.0,925,3,9100,70.0,0.0,0,6,5,925,1965,1965,False,False,True
1905,0.0,3.0,1,0,1,1905,788,2006.0,1905,5,11670,84.0,302.0,191,5,9,1905,2006,2006,False,False,False
1500,0.0,3.0,3,20,6,1480,570,2004.0,1500,4,8487,63.0,210.0,36,5,7,1500,2004,2004,False,True,False
2069,0.0,4.0,4,425,6,160,505,1960.0,2069,4,27650,313.0,0.0,0,7,7,585,1960,2007,False,True,False
747,0.0,1.0,2,0,1,600,528,1953.0,747,3,5825,52.0,108.0,0,5,4,600,1926,1953,False,False,True
1200,0.0,2.0,1,833,0,343,555,2003.0,1200,4,10083,67.0,0.0,41,5,7,1176,2003,2003,False,True,False
1113,858.0,3.0,2,341,6,772,689,2005.0,1971,4,9675,75.0,0.0,48,5,7,1113,2005,2005,False,True,False
1391,571.0,3.0,2,464,6,927,868,2006.0,1962,4,8760,73.0,0.0,90,5,7,1391,2006,2006,False,True,False
1207,1196.0,3.0,2,0,1,1032,349,1940.0,2403,3,24090,69.0,0.0,0,7,7,1032,1940,1950,False,False,True
1728,0.0,4.0,4,936,3,396,574,1976.0,1728,3,12640,55.0,0.0,0,5,6,1728,1976,1976,False,False,True
1022,1038.0,3.0,1,772,5,220,390,1999.0,2060,4,8755,69.0,298.0,0,5,7,992,1999,1999,False,True,False
1440,0.0,4.0,4,1440,0,0,0,0.0,1440,3,7711,42.0,0.0,0,3,4,1440,1977,1977,True,False,False
1632,0.0,4.0,3,0,1,1632,576,1967.0,1632,3,25000,100.0,0.0,0,4,5,1632,1967,1967,False,False,True
1344,0.0,3.0,1,111,6,354,525,1958.0,1344,4,14375,69.0,541.0,118,6,6,819,1958,1958,False,True,False
1188,561.0,3.0,1,1088,2,0,456,1963.0,1869,3,8820,98.0,0.0,0,6,5,1088,1890,1996,False,False,True
1144,0.0,3.0,3,748,0,102,796,1959.0,1144,3,8163,70.0,128.0,0,6,5,1144,1959,1959,False,True,False
1629,0.0,3.0,3,1300,6,316,808,2002.0,1629,4,14536,85.0,236.0,252,5,8,1616,2002,2003,False,False,False
936,840.0,3.0,0,0,1,936,474,2002.0,1776,4,14006,65.0,144.0,96,5,7,936,2002,2002,False,True,False
1381,0.0,3.0,1,982,5,179,676,1972.0,1381,4,9360,78.0,0.0,0,7,6,1161,1972,2006,True,False,False
864,0.0,3.0,1,398,5,317,720,1980.0,864,4,7200,60.0,0.0,0,8,5,864,1950,2002,False,True,False
965,0.0,3.0,1,641,4,187,300,1979.0,965,3,7800,60.0,0.0,0,5,5,828,1965,1965,False,False,True
768,0.0,2.0,3,660,0,108,396,1974.0,768,3,7200,60.0,0.0,0,8,5,768,1972,2003,False,False,False
1168,800.0,3.0,3,562,0,29,530,1969.0,1968,3,11075,69.0,232.0,189,4,5,784,1969,1969,False,True,False
980,0.0,4.0,4,945,0,0,0,0.0,980,3,9400,35.0,250.0,0,5,6,945,1975,1975,True,False,False
979,979.0,4.0,1,484,3,495,492,1946.0,1958,3,7136,82.0,423.0,0,6,6,979,1946,1950,False,False,True
561,668.0,2.0,1,285,5,276,462,1980.0,1229,3,1300,24.0,0.0,0,6,6,561,1980,1980,False,False,False
1057,0.0,3.0,1,417,3,640,576,1977.0,1057,3,7420,70.0,0.0,0,5,5,1057,1962,1962,False,False,False
1337,0.0,3.0,2,699,6,638,531,2003.0,1337,4,8450,65.0,0.0,39,5,7,1337,2003,2003,False,True,False
696,720.0,3.0,1,604,5,92,484,1999.0,1416,4,2572,24.0,0.0,44,5,7,696,1999,1999,False,False,True
858,0.0,2.0,4,696,4,162,0,0.0,858,3,7207,50.0,0.0,0,7,5,858,1958,2008,True,False,False
1542,1330.0,4.0,1,896,5,434,619,1977.0,2872,3,12227,69.0,424.0,282,7,6,1330,1977,1995,False,False,False
804,744.0,3.0,1,556,0,248,440,1976.0,1548,4,2308,24.0,0.0,0,6,6,804,1976,1976,False,False,True
1800,0.0,2.0,1,0,1,1800,702,2007.0,1800,5,11923,122.0,0.0,136,5,9,1800,2007,2007,False,False,False
824,1070.0,4.0,1,624,6,193,510,2002.0,1894,4,11316,80.0,44.0,40,5,7,817,2002,2003,True,False,False
783,701.0,3.0,1,0,0,783,393,2005.0,1484,4,10237,65.0,0.0,72,5,6,783,2005,2007,False,False,False
976,332.0,2.0,1,428,3,300,256,1940.0,1308,3,9600,130.0,0.0,70,7,5,728,1940,1950,False,False,True
1098,0.0,3.0,1,902,5,196,260,1955.0,1098,3,7390,69.0,151.0,0,7,5,1098,1955,1955,True,False,False
600,0.0,3.0,1,0,1,600,0,0.0,968,3,5925,50.0,0.0,0,6,3,600,1910,1950,True,False,False
1095,0.0,2.0,4,513,5,75,264,1958.0,1095,3,10382,75.0,105.0,0,5,6,588,1958,1958,True,False,False
720,472.0,4.0,1,0,1,720,0,0.0,1192,3,10800,60.0,0.0,0,4,4,720,1949,1950,True,False,False
764,862.0,2.0,1,567,6,197,474,2003.0,1626,4,2268,36.0,106.0,27,5,7,764,2003,2004,False,True,False
918,0.0,2.0,1,0,1,918,264,1979.0,918,3,7892,55.0,0.0,0,5,6,918,1979,1979,False,False,True
1428,0.0,3.0,1,0,1,1428,480,2007.0,1428,4,11639,95.0,0.0,120,5,7,1428,2007,2008,False,False,False
1136,883.0,3.0,1,0,1,728,532,1997.0,2019,4,11414,60.0,0.0,135,8,7,728,1910,1993,False,False,True
673,709.0,3.0,1,641,6,32,490,2000.0,1382,4,2651,69.0,0.0,50,5,7,673,2000,2000,False,False,True
869,0.0,2.0,1,0,1,440,0,0.0,869,2,5900,51.0,0.0,0,7,4,440,1923,1958,True,False,False
1241,0.0,1.0,1,1106,6,135,569,2007.0,1241,4,4274,35.0,0.0,116,5,7,1241,2006,2007,True,False,False
894,0.0,3.0,1,552,0,342,400,1999.0,894,3,9450,68.0,0.0,0,5,4,894,1954,1954,False,False,True
1121,0.0,3.0,1,651,3,470,480,1963.0,1121,3,8816,80.0,0.0,80,6,5,1121,1963,1963,False,False,True
999,0.0,3.0,3,867,5,77,588,1961.0,999,5,12122,69.0,210.0,76,9,7,944,1961,2007,False,True,False
1276,1336.0,4.0,1,854,6,371,676,1998.0,2612,4,12203,98.0,975.0,0,5,8,1225,1998,1999,False,False,False
1266,0.0,2.0,3,0,1,1266,388,2007.0,1266,4,3182,43.0,16.0,16,5,7,1266,2007,2007,False,False,False
1149,1141.0,4.0,2,0,1,1128,779,2002.0,2290,4,11250,69.0,0.0,0,5,8,1128,2002,2002,False,False,True
1302,432.0,4.0,0,0,0,0,539,1977.0,1734,4,10125,75.0,0.0,0,5,5,0,1977,1977,False,False,True
1164,0.0,3.0,1,1040,5,124,240,1950.0,1164,3,10880,68.0,0.0,48,5,5,1164,1950,1950,False,False,True
1001,634.0,2.0,1,0,1,485,255,1950.0,1635,4,5310,59.0,0.0,0,8,6,485,1910,2003,False,False,True
1940,0.0,3.0,3,1646,6,284,606,2010.0,1940,5,10159,83.0,450.0,95,5,9,1930,2009,2010,False,False,False
1118,912.0,4.0,1,156,2,692,551,1976.0,2030,4,12046,69.0,298.0,224,6,6,848,1976,1976,False,False,False
778,798.0,3.0,1,0,1,770,614,2006.0,1576,4,8125,65.0,0.0,50,5,7,770,2006,2006,False,True,False
1407,985.0,3.0,1,1074,6,322,870,1997.0,2392,4,9452,82.0,423.0,70,5,8,1396,1997,1998,False,False,False
916,826.0,4.0,1,216,4,700,424,1925.0,1742,4,17671,121.0,0.0,169,9,8,916,1882,1986,False,False,True
1020,831.0,3.0,4,536,4,169,440,1964.0,1851,4,9760,80.0,340.0,42,8,6,822,1964,1993,False,True,False
750,750.0,3.0,1,0,1,750,564,2005.0,1500,4,8846,68.0,0.0,35,5,6,750,2005,2006,False,True,False
1718,0.0,3.0,4,1172,6,528,786,2008.0,1718,5,12456,96.0,230.0,48,5,10,1700,2006,2007,False,False,False
774,456.0,3.0,1,384,5,363,305,1946.0,1230,3,4712,51.0,0.0,57,7,4,747,1946,1950,False,False,True
1050,0.0,3.0,1,915,3,135,368,1961.0,1050,3,10659,69.0,0.0,319,6,5,1050,1961,1961,False,False,True
1442,0.0,2.0,1,0,1,1442,615,1970.0,1442,3,11717,69.0,571.0,0,6,6,1442,1970,1970,False,True,False
1077,0.0,3.0,1,0,1,1007,210,1922.0,1077,3,9786,60.0,0.0,100,4,3,1007,1922,1950,False,False,True
1208,0.0,2.0,3,686,6,501,632,2006.0,1208,4,6762,64.0,24.0,61,5,7,1187,2006,2006,False,True,False
944,0.0,2.0,0,0,0,0,528,1956.0,944,2,10206,74.0,0.0,0,3,3,0,1952,1952,False,False,True
691,0.0,2.0,1,0,1,691,216,1920.0,691,5,5400,60.0,0.0,20,6,5,691,1920,1950,False,False,True
1574,0.0,3.0,1,24,6,1550,824,2006.0,1574,4,11957,75.0,53.0,104,5,8,1574,2006,2006,False,True,False
1680,0.0,4.0,1,0,1,1680,528,1976.0,1680,3,11500,69.0,164.0,0,6,5,1680,1976,1976,False,False,True
1504,0.0,1.0,1,16,6,1330,457,2005.0,1504,4,3182,43.0,16.0,0,5,7,1346,2005,2006,False,False,False
985,0.0,3.0,3,595,6,390,328,1977.0,985,3,8385,65.0,220.0,0,8,5,985,1977,1977,False,False,True
1657,0.0,3.0,1,1237,2,420,484,1970.0,1657,3,12155,69.0,0.0,0,3,6,1657,1970,1970,False,False,True
546,0.0,3.0,1,273,4,0,286,1970.0,1092,3,2217,21.0,0.0,0,4,4,546,1970,1970,False,True,False
1710,0.0,3.0,2,0,1,1710,550,2004.0,1710,4,12118,43.0,108.0,48,5,7,1710,2004,2005,True,False,False
1008,0.0,4.0,1,0,1,1008,0,0.0,1522,3,6000,60.0,0.0,0,5,5,1008,1926,1950,True,False,False
720,551.0,3.0,1,0,1,720,312,1948.0,1271,3,21286,115.0,0.0,0,5,5,720,1948,1950,True,False,False
1664,0.0,4.0,0,0,0,0,0,0.0,1664,3,9825,75.0,0.0,0,5,5,0,1965,1965,True,False,False
900,602.0,3.0,1,0,1,602,180,1923.0,1502,4,10592,55.0,0.0,0,7,6,602,1923,1996,False,False,True
1022,0.0,2.0,1,247,0,310,280,1956.0,1022,3,7200,60.0,0.0,30,4,5,1022,1910,2006,False,False,True
1082,0.0,2.0,1,336,4,746,240,1948.0,1082,3,11664,60.0,206.0,130,5,6,1082,1948,1950,False,False,True
810,855.0,3.0,1,643,6,167,528,2001.0,1665,4,8400,70.0,0.0,45,6,8,810,2001,2001,False,False,False
1504,0.0,3.0,4,690,6,814,478,1996.0,1504,4,11883,73.0,196.0,66,5,7,1504,1996,1996,False,False,False
1360,0.0,1.0,3,1036,6,184,565,1984.0,1360,4,5814,69.0,0.0,0,5,8,1220,1984,1984,False,True,False
802,670.0,3.0,1,0,1,384,402,1991.0,1472,4,10784,69.0,76.0,0,5,7,384,1991,1992,False,True,False
1506,0.0,2.0,4,16,6,1346,440,2005.0,1506,4,3013,43.0,145.0,20,5,7,1362,2005,2005,True,False,False
1132,0.0,2.0,1,1024,6,108,451,2005.0,1132,4,7024,60.0,0.0,64,5,4,1132,2005,2005,False,False,False
1220,0.0,2.0,3,684,6,515,632,2006.0,1220,4,7406,64.0,84.0,54,5,7,1199,2006,2006,False,True,False
912,336.0,2.0,1,324,2,588,160,1957.0,1248,3,9439,52.0,0.0,0,5,5,912,1930,1950,False,False,True
1504,0.0,2.0,1,16,6,1330,437,2005.0,1504,4,3182,43.0,14.0,20,5,7,1346,2005,2006,False,False,False
2898,0.0,2.0,3,1165,5,0,665,1976.0,2898,4,15498,69.0,0.0,72,6,8,1565,1976,1976,False,False,False
882,0.0,3.0,1,138,2,276,461,1980.0,882,3,7700,70.0,0.0,0,5,5,882,1972,1972,False,False,True
1264,0.0,3.0,1,697,3,571,461,1960.0,1264,3,9300,73.0,324.0,0,5,5,1268,1960,1960,False,False,True
1646,0.0,3.0,4,1513,6,125,800,2008.0,1646,4,9520,71.0,338.0,44,5,8,1638,2007,2008,False,True,False
968,408.0,3.0,1,368,3,359,240,1941.0,1376,3,9492,79.0,0.0,0,5,5,768,1941,1950,False,False,True
672,546.0,3.0,1,317,4,355,264,1972.0,1218,3,1680,21.0,281.0,28,7,6,672,1972,1972,False,False,True
948,980.0,5.0,2,0,1,686,0,0.0,1928,3,7082,69.0,0.0,0,8,5,686,1916,1995,True,False,False
1687,998.0,5.0,1,523,6,301,672,1970.0,3082,3,15863,102.0,0.0,63,3,7,824,1920,1970,False,False,False
1352,1168.0,5.0,1,1012,6,326,796,1993.0,2520,4,14541,69.0,0.0,55,7,8,1338,1993,1993,False,True,False
1654,0.0,3.0,1,986,6,668,900,2002.0,1654,4,8125,69.0,295.0,136,5,7,1654,2002,2002,False,False,True
954,0.0,2.0,1,0,1,920,240,1938.0,954,2,6305,50.0,0.0,0,7,5,920,1938,1950,False,False,True
845,0.0,3.0,0,0,0,0,290,1957.0,845,3,11500,69.0,0.0,0,3,4,0,1957,1957,False,False,True
1620,0.0,2.0,4,1022,6,598,912,2008.0,1620,5,12898,89.0,70.0,0,5,9,1620,2007,2008,False,False,False
1055,1208.0,3.0,1,0,1,1055,905,2001.0,2263,4,9240,69.0,396.0,45,5,8,1055,2001,2002,False,False,False
798,546.0,3.0,1,0,1,546,0,0.0,1344,3,1533,21.0,0.0,0,6,4,546,1970,2008,True,False,False
630,0.0,1.0,3,509,6,121,286,1970.0,630,3,1477,21.0,0.0,0,4,4,630,1970,1970,False,False,True
1803,0.0,3.0,1,168,3,284,484,1957.0,1803,3,13125,88.0,67.0,0,4,5,1134,1957,2000,False,True,False
800,832.0,4.0,1,400,6,336,484,1966.0,1632,4,9130,69.0,252.0,40,8,6,800,1966,2000,False,False,True
1306,0.0,1.0,3,900,5,406,624,2005.0,1306,4,5381,34.0,135.0,63,5,6,1306,2005,2005,True,False,False
1532,797.0,4.0,1,1085,6,390,514,1990.0,2329,4,11839,86.0,99.0,121,5,7,1475,1990,1990,False,False,True
2524,0.0,4.0,1,1104,5,1420,542,1981.0,2524,4,9600,80.0,0.0,120,5,8,2524,1981,1981,False,False,False
1733,0.0,4.0,0,0,0,0,452,1955.0,1733,3,13680,69.0,0.0,0,5,3,0,1955,1955,False,False,True
1992,876.0,4.0,3,240,6,1752,716,2005.0,2868,5,16056,85.0,208.0,108,5,9,1992,2005,2006,False,False,False
990,0.0,3.0,1,686,6,304,672,1996.0,990,3,9245,57.0,0.0,0,5,5,990,1994,1995,False,False,True
1771,0.0,3.0,0,0,0,0,336,1960.0,1771,3,21750,100.0,75.0,0,4,5,0,1960,2006,False,False,True
930,0.0,2.0,0,0,0,0,308,1946.0,930,4,11100,60.0,0.0,0,7,4,0,1946,2006,False,False,True
1302,0.0,3.0,3,0,1,1302,436,2007.0,1302,4,8993,73.0,0.0,22,5,7,1302,2007,2007,False,False,False
1316,0.0,3.0,3,0,0,1316,440,2007.0,1316,4,11175,103.0,0.0,20,5,7,1316,2007,2007,False,False,False
1127,850.0,4.0,1,442,3,374,540,1964.0,1977,3,9500,100.0,272.0,52,6,6,816,1964,1978,False,True,False
1526,0.0,4.0,3,383,3,833,364,1957.0,1526,3,8562,68.0,145.0,78,6,5,1216,1957,2002,True,False,False
1091,898.0,3.0,2,932,6,133,586,2002.0,1989,4,11367,90.0,210.0,60,5,8,1065,2002,2002,False,False,False
1523,0.0,3.0,1,644,5,549,478,1976.0,1523,3,11361,104.0,160.0,0,5,6,1193,1976,1976,False,False,False
1364,0.0,2.0,3,659,6,705,484,2005.0,1364,4,7052,43.0,240.0,36,5,7,1364,2005,2005,False,True,False
979,871.0,3.0,1,595,6,378,467,1994.0,1850,4,29959,69.0,0.0,98,6,7,973,1994,1994,False,False,False
1130,1054.0,3.0,3,936,6,168,836,2008.0,2184,5,11308,96.0,154.0,102,5,9,1104,2008,2008,False,False,False
1096,895.0,3.0,2,297,3,0,432,1977.0,1991,3,11275,69.0,480.0,0,7,6,854,1932,1950,False,False,True
1338,0.0,2.0,2,616,6,722,582,2001.0,1338,4,4920,41.0,0.0,0,5,8,1338,2001,2001,False,False,False
894,0.0,2.0,1,0,1,894,1248,1994.0,894,3,18000,120.0,0.0,20,4,3,894,1935,1950,False,True,False
1422,915.0,5.0,1,0,1,662,560,1945.0,2337,3,13600,85.0,0.0,57,5,5,662,1900,1950,False,False,True
1103,0.0,2.0,1,397,4,706,440,1976.0,1103,4,6000,50.0,0.0,120,6,6,1103,1925,1980,True,False,False
1154,0.0,3.0,2,740,4,184,480,1966.0,1154,3,11000,69.0,200.0,58,6,5,1154,1966,1966,False,True,False
1306,954.0,3.0,4,1201,6,105,533,1996.0,2260,4,14000,80.0,0.0,44,5,7,1306,1996,1997,True,False,False
799,772.0,3.0,1,0,1,799,380,1993.0,1571,3,7837,59.0,0.0,40,7,6,799,1993,1994,False,True,False
798,813.0,4.0,4,674,6,0,442,1964.0,1611,3,9760,80.0,360.0,128,6,6,780,1964,1964,False,True,False
1291,1230.0,5.0,1,837,5,105,576,1973.0,2521,3,3964,42.0,0.0,20,4,6,942,1973,1973,True,False,False
893,0.0,2.0,1,220,5,625,576,1985.0,893,4,9600,60.0,0.0,0,7,5,845,1949,2003,False,False,True
1048,0.0,3.0,1,586,4,462,286,1956.0,1048,3,10152,72.0,120.0,20,5,5,1048,1956,1956,False,False,True
829,727.0,4.0,1,298,3,429,441,1968.0,1556,3,11700,78.0,0.0,0,6,6,727,1968,1968,True,False,False
1002,454.0,4.0,2,0,1,810,280,1954.0,1456,3,7585,50.0,0.0,0,3,5,810,1948,1950,False,False,True
698,728.0,3.0,1,535,4,155,440,1977.0,1426,3,7950,75.0,140.0,0,6,6,690,1977,1977,False,False,False
1240,0.0,2.0,3,0,1,1240,826,2006.0,1240,4,8556,74.0,0.0,93,5,7,1240,2006,2006,False,True,False
960,780.0,3.0,1,410,4,390,240,1940.0,1740,3,13125,75.0,0.0,0,6,7,800,1940,1984,False,False,True
1096,370.0,3.0,1,626,5,170,566,1950.0,1466,4,10800,60.0,0.0,21,8,5,796,1936,1989,True,False,False
1096,0.0,3.0,2,75,4,230,299,1969.0,1096,3,15870,69.0,0.0,32,5,5,1096,1969,1969,False,False,False
848,0.0,3.0,2,662,6,186,420,2004.0,848,4,4435,37.0,169.0,0,5,6,848,2004,2004,False,True,False
990,0.0,3.0,1,495,6,495,299,1996.0,990,3,8775,65.0,0.0,64,5,5,990,1994,1994,False,False,True
1258,0.0,3.0,1,656,5,602,528,1971.0,1258,4,11040,80.0,144.0,0,7,6,1258,1971,2004,True,False,False
1040,0.0,3.0,1,824,5,216,308,1963.0,1040,3,7500,75.0,0.0,0,5,5,1040,1963,1963,False,False,False
1459,0.0,3.0,1,0,0,1459,527,2002.0,1459,4,8749,70.0,100.0,39,5,7,1459,2002,2002,False,True,False
1251,0.0,3.0,1,553,0,698,461,1964.0,1251,3,8800,80.0,425.0,116,6,6,1251,1964,1964,True,False,False
691,807.0,3.0,1,592,5,99,409,1995.0,1498,3,13031,69.0,0.0,44,5,6,691,1995,1996,False,False,False
996,0.0,2.0,3,747,6,189,564,1992.0,996,4,9069,73.0,0.0,0,6,6,936,1992,1992,False,False,True
546,546.0,3.0,1,334,4,212,286,1973.0,1092,3,1974,69.0,0.0,96,5,4,546,1973,1973,False,True,False
1082,871.0,3.0,2,0,1,1082,1043,2005.0,1953,4,10574,85.0,0.0,50,5,8,1082,2005,2006,False,True,False
970,739.0,3.0,1,0,1,970,380,2004.0,1709,4,2522,24.0,50.0,40,5,7,970,2004,2004,False,False,True
1247,0.0,1.0,1,1039,6,208,550,2005.0,1247,4,3316,37.0,0.0,84,5,8,1247,2005,2005,False,False,False
1040,0.0,2.0,0,0,0,0,400,1987.0,1040,3,8544,60.0,0.0,0,4,3,0,1950,1950,False,False,True
624,628.0,2.0,1,510,4,90,462,1999.0,1252,4,2160,24.0,212.0,48,5,7,600,1999,2000,True,False,False
1390,304.0,4.0,1,423,3,758,576,1925.0,1694,3,8400,60.0,0.0,0,5,6,1181,1925,1950,False,False,True
1200,0.0,1.0,2,661,6,203,884,1977.0,1200,4,9230,71.0,166.0,64,8,5,864,1965,1998,False,False,True
936,0.0,2.0,1,248,4,448,308,1956.0,936,3,5868,74.0,0.0,0,7,5,936,1956,2000,False,False,False
1314,0.0,3.0,1,24,6,1290,440,2006.0,1314,4,9317,78.0,0.0,22,5,6,1314,2006,2006,False,True,False
773,582.0,3.0,1,0,1,684,0,0.0,1355,4,6882,60.0,0.0,0,7,6,684,1914,2006,True,False,False
1088,0.0,2.0,1,0,1,1074,461,1987.0,1088,4,3696,69.0,0.0,74,5,8,1074,1986,1986,False,True,False
757,567.0,3.0,1,672,4,0,240,1936.0,1324,3,6000,50.0,0.0,0,6,4,672,1936,1950,False,False,True
1601,0.0,3.0,1,704,5,567,478,1978.0,1601,3,11880,82.0,206.0,0,5,7,1271,1978,1978,False,True,False
438,0.0,1.0,1,290,3,0,246,1930.0,438,2,8400,60.0,0.0,0,5,2,290,1920,1950,False,False,True
950,0.0,3.0,1,412,4,251,280,1981.0,950,3,9758,61.0,0.0,0,5,5,950,1971,1971,False,False,True
1134,0.0,2.0,1,588,0,422,254,1960.0,1134,3,7000,70.0,45.0,16,7,5,1010,1960,2002,True,False,False
